Year,ESG Risk Score,G Score,E Score,S Score
2020,31.125986394557827,10.728402777777777,9.050972222222223,12.445902777777778
2021,30.034733333333328,10.220704225352112,8.474154929577464,11.791760563380281
2022,29.469999999999995,9.896740740740741,8.297851851851851,11.368074074074075
2023,29.322400000000005,9.594925373134329,8.50276119402985,11.085223880597013
